Reviewer,Rating,Review
Mary A.,5,"Nothing Bundt Cakes has become a family tradition. Everyone wants a bundt cake for their birthday, graduation, babyshower, house warming party, and ANY other event possible.  The look of the cake and decorations is STUNNING but the moist interior is EVEN better. The flavors are classics but you'll never get tired of them. Bring this to your next party and everyone will LOVE YOU !!!!"
Alex S.,5,The bomb!! It might not be a cheap place to have a super upgraded cupcake for a dessert fix. It is too good not to at least spoil yourself a few times. The red velvet and white chocolate are outstanding. The icing is so silly good on everything. Perfect cakes. It can get very busy late afternoon. Line out the door. Great place.
Connie C.,4,"Who knew they had stores that only sold fancy bundt cakes?  A Las Vegas original, Nothing Bundt Cakes rivals the best cupcake places I've tried.  My Favorite Flavors:Red Velvet - Surprising chocolate chips in the red velvet & cream cheese frosting make this the best I've tried.Carrot - Cream cheese frosting on top of delicious carrot cake.Chocolate - Chocolate cake with chocolate chips and chocolate frosting. If you love chocolate, you'll love this chocolate overload.Sizes: The mini bundt cakes are perfect for one (hungry) person. The full size version is just as tasty and works perfectly for celebrations. Prices: They are definitely not cheap at $4.50 per mini. The full-size bundt cakes at almost $30 and a decorated one will set you back nearly $40. But who can resist the moist cake and the perfectly sweet frosting on each cake?  Just found out they have Nothing Bundt Cakes in the Bay Area too in Los Gatos and Dublin. Woohoo!"
Adam C.,5,I love love love this place. So moist and so fresh. It's so obvious that they put their passion into their cakes. It's absolutely amazing. If you haven't tried one go for it with clear mind. Your taste buds bout to dance like Saturday night fever
Elizabeth A W.,5,Never disappointed. The cakes have a rich moist flavor and the icing is always the right amount! Great treat to bring to a party!
Rachel B.,5,I came here today to get a litte bundtini for a friends birthday!  It was my first time here and I absolutely loved it.  The girl behind the counter was on the phone with a complicated customer and she kept her cool and provided great service.  They have cute holiday serving dishes and different decorations that you can browse while you wait and they even have samples!Once I was assisted she was so anticipatory.  She informed me about their email program where you get a free bundtini on your birthday and offered me a punch card where on Mondays you get double punches!  She asked if I needed it wrapped for a gift.I will definitely be back!  Absolutely fantastic service!
Shanice B.,5,"A friend introduced me to Nothing Bundt Cake, and I fell in loveThe bakery is clean, smells amazing, and they offer samples. Prices for the mini bundt cakes are so reasonable. I got 2- (White chocolate raspberry/white chocolate) and both were so delicious. The total was around $7.00!They also do personalized cakes, mini cakes, anything u can think of. Best Cake IN VEGAS"
Taemee F.,5,"These cakes are super delicious!!! Beautiful presentation for any event, simple or extravagant. The cakes just melt in your mouth and are good for days!! I love these cakes they are terrific and you will not be disappointed."
Howie D.,5,"Came in to buy some Bundt cake. Fast service. right after I paid for my cakes in cash, I asked if they could break a $20 bill for me. I was told that he did not break bills here.  A little annoyed.  Come on guys. It wasn't like I was asking you to break $100 bill."
Detroit R.,5,"What in the world????? Oh my goooooodness!!!! This is good cake. My opinion is based solely on the lemon cake. Flavor is great!! Very light and moist. I'm sure the other flavors are just as good. I love that fact that I can get a small serving of cake. Since I'm a health nut, it doesn't make me feel so bad indulging. Customer service was great. Everyone in the store was extremely welcoming and nice."
Michelle C.,5,Always yummy! Had the pumpkin spice but cake for their seasonal and uuughhhh so good! My favs are red velvet and choc choc chip
Dawn G.,5,I love their cupcakes. They are so moist and delicious. My favorite flavor is the strawberry which is seasonal. Can't wait to taste the raspberry and lemon. The only bad thing is the give out samples. They want me to stay fat. Lol. This is my favorite cake spot ever.
Mollie B.,5,Drove here to redeem a free Bundt cake I received from going to the Foodie Fest. And just like their display tent there... The product was amazing. The staff was so friendly. And the location set up was very clean and organized. I just wish they were closer! We got the red velvet Bundt cake and it was superb!
Kellie B.,5,"The besttttt bundt cakes EVER! So most and the flavors are really delish. Everytime we drive by, I have to stop in and get a few of their mini bundt cakes, they never disappoint!"
Bethany D.,5,Always great bunts! My favorite is the lemon but I would never turn down any other flavor! Perfect for office or birthday!
Alexandrina B.,5,White chocolate raspberry is our favorite! Delicious every time They do not disappoint!
Gee S.,5,Yum... Yummy bunt cakes!  Simply delicious! There are many flavors for everyone to enjoy.
Ben J.,5,Always delicious and moist cakes. Kids parties whatever we come here great service and even better cakes.
Paul B.,5,Great Customer ServiceAll the staff especially Avery and Madison! Love the bundtinis!!! The Best!!! Thanks! :)
Pink L.,5,"Tip: if ordering the dozen mini cupcake style bundts, call ahead so they can prepare your order instead of waiting there. It takes them about 15 min to prepare the order as they need to frost them and put them in the box. No idea why it can take that long haha kind of odd but at least if you know to call ahead by the time you drive there your order will be ready. Call in orders must be paid over the phone with a card. A dozen is $20. Tasted fresh and delicious. My fav is red velvet and my friends love the chocolate one."
K. K.,1,"Absolutely horrible customer service. My husband waited over thirty minutes in line to be told there was nothing available and he would have to wait at least another hour for them to bake more. He was told they had NOTHING available. Holiday or not, that is unacceptable. At least have the courtesy to let people that are waiting outside in the heat that they are wasting their time. They must not need the business."
Jay A.,5,"As the name suggests, this bakery does nothing but bundt cakes. But not just bundt cakes, bundt cakes of all sizes, bundt cakes of all flavors, and bundt cakes for all occasions. Ok so now I am going to attempt to write the rest of this review without using the words ""bundt cake"" anymore. I got the small size white chocolate raspberry! It was great and just the perfect size, in the past I have had the chocolate and the red velvet both great as well. This type of thing could give the cupcake and the donut a run for their money. So I say stop in support this local bakery and enjoy the next big thing before it is the next big thing. Live It Up You Are In Las Vegas For Cryin' Out Loud!"
Mary Rose F.,4,"Came in here the other day for the first time... For what, you may ask??!! NOTHING BUNDT CAKES! I haven't had one of these in years, so my friends and I all got 2 mini bundt cakes in hopes that we get to share and taste each and every flavor!! :) These cakes never fail! They are always perfectly moist and perfectly sweet. I am excited for the day I crave them some more!"
Natalia E.,2,"Great cakes but the staff is very rude. I've been coming here for years and they were always great but today was one of the worst experiences. I ordered the cake to be ready by noon and when I showed up at 1245 it was still not ready and the girl told me ""we have too many orders"". Well, maybe if your service continued to be this way the number of the orders will decrease. The vibe in the store was pretty bad and as soon as I walked in I was rudely informed ""there is only one line"". I don't think I'll be coming back from now on."
April S.,5,"Our family LOVES Nothing Bundt Cakes, that it's often our birthday cake choice. White Chocolate Raspberry is my favorite! What I like about Nothing Bundt Cakes is that the cake is always super moist and that each slice you get has just enough icing- not too much, not too little. And another plus is the icing is very good. Never had any issues with customer service at this location. Usually in and out with not much wait time."
Terry S.,1,"Awful customer service. I came in at 5:53pm and asked for a carrot cake. Told me it would take 15 minutes to ice and they wouldn't have time to do it before closing at 6pm. They wouldn't stay 5 minutes past closing to ice a cake for a customer who visits this shop at least 6 times a year. Unfortunately, this is the last time I will visit Nothing Bundt Cakes."
Lauren M.,5,"This place is awesome! I had a friend invite me to eat here and I was like ""why would I want to go eat nothing but bundt cakes? I want variety!"". I was wrong. The place is a cute little place next to a pizza place and boba tea, perfect when you want more to eat. I absolutely love the chocolate chip bundt cake. I get the small size as the large is too big but I could probably finish it in a few days because it is so good. It has small chocolate chips in it which I love. Sometimes they run out of the small ones early which sucks. The only thing I suggest is more flavors for the cakes! Perhaps a caramel or butterscotch that would be delicious.They also have marble flavored cakes which are good as well, though not as good as the chocolate. Anyways check this place out!"
Rochelle P.,5,"Great service and yummy cakes.  I would love maybe adding some tropical flavors. ...like coconut,  pineapple,  mango, banana."
Brett R.,5,"Amazing Bunt cakes. Amazing in that once you have one, you will likely crave them for the rest of your days. Yes, they are that good. They have rotating seasonal flavors - while the standard flavors are good... sometimes you find a seasonal gem that takes it up a level. If you don't try this place then obviously you must hate dessert."
Treneka J.,4,I ordered two decorated cakes for our Amazing Veterinarian's over at Horizon Veterinary clinic last minute. I placed the order online at 10am and my order was ready for pick up by noon. Thank you for saving the day. Nothing Bundt Cake!!
Alesha C.,5,WHY ARE THESE CAKES SO AMAZING. LIKE WHY? Every single time I visit Las Vegas it's a must that I come. I've been in Vegas for 6 days and I've been here 3 times. This is ridiculous. They're so good
Jonny P.,5,They have MANNERS and GREAT cakes!! I'll be back!! Selection was on point!! Inviting atmosphere.
Nikki F.,5,"I've always took notice to the name, bakery and delivery vehicles that I've seen throughout California and Nevada. It wasn't until a month ago that I actually had my first taste when a colleague brought them to work.... Well oh my damn! I've always been a cupcake girl and frequent a very publicized bakery in Henderson until NOW!! Not only are the bundt cakes delish with a great variety to choose from, the reception upon walking through the doors was upbeat and inviting and their pricing is reasonable and on point. The manager took great care in making sure we knew all about the bakery, it's incredibly flavorful cakes and provided a sample of its current flavor... Snickerdoodle! The cute kitchen and giftware they have available makes for a great one stop shop. Hosting a birthday party provided a great opportunity for a variety of bundtinis and the feedback by EVERYONE was that they couldn't believe how moist and incredibly tasty they were from the cake to the heavenly richness of the cream cheese icing. Several said that they now prefer these over the cupcakes hands down. To my new love.... Nothing Bundt Cakes, I will be back"
Tina D.,2,"2 stars because of excellent customer service. The chocolate chocolate chip cake I tried was terrible, tasted like pure sugar with artificial chocolate flavoring and there were no actual chocolate chips unless they were melted in but even so I won't go back."
Rose B.,1,"I had to wait for my order outside in the heat, while it was being made. As it was sitting in the fridge, they didn't bother coming outside to give to me when I was told they were. Wondering why it took so long, it was sitting in the fridge, while still waiting in the heat. Finally asked what was taking so long, they said ""Oh, here it is!"" That was really bad customer service"
Lisa S.,5,The is my favorite!! I love how they have new flavors of the month. They are great cakes I always get them for every occasion. I totally recommend it. Delicious flavors I love all of them.
Suzie S.,5,"highly recommended. Very clean, very well-stocked love the set up. They're very busy so call ahead but they're very popular also in the line goes fast. Staff is very friendly prices are a little bit high but the product is amazing. Plenty of parking and very convenient. The only thing I would change is I wish they had coupons or A stamp card."
Annamarie D.,5,"Amazing...all of it. Red velvet and GF Choco chip cookie are definitely our faves. Plus nothing bundt cakes definitely scores some brownie points with all their buy one get one coupons! It's a nice sweet treat for the kids or anyone else I decide to bring them to. Even the little bundlets last us two servings so 4 servings for our family to have a nice little dessert for -$4. Fresh,tasty, and customer service never disappoints!"
Kevin O.,3,"I would give 3.5 if I could. Never had a bad cake! Lucky for them everything is so good because they have ZERO customer service. I got one for my B-day and left it on the dinning table, well I found out my dog likes it too, he ate the WHOLE thing! So, now back to the store to wait inline to have someone who apparently hates their job to sell me a cake.More great cakes next door but customer service is just as bad. Are they owned by the same people?????"
Townsend C.,1,"I called ahead to pick up a cake for one of my clients birthday. I have given Nothing Bundt Cakes as a brand a lot of my business over the years, and today I think I may have purchased my last cake with them. Call it trivial or call what you want but I believe that of a business has a protocol and a standard procedures for post quarantine, I believe everyone should be held to that standard. I walked in to pick up my cake and was asked if I had a mask? I did not have a mask and I stated that I was there to pick up a cake. The attendant asked me my last and first name and then proceeded to ask me to wait outside as she would bring my cake to me. I agreed without reluctancy. The next patron that walked in after me as soon as I walked out to the front and waited was a mother and adolescent pre teen. The mother had a mask and and her son (12-13 years old) did not? He was not asked to wait outside as they were both in the shop for 7-10 minutes without any issue. It's the little things that make or break a business. And it's because of this reason that I probably won't be back. I understand wearing a mask not just for myself but for the safety of others around me but I don't understand why I was asked to leave and wait outside and the patrons after me were not.  Be consistent not with just a few people but ALL PEOPLE."
Victoria G.,5,"Such simple cakes, but so delicious. We have tried many flavors over the years. Family favorites are the Chocolate, Red Velvet, Lemon, Vanilla and Carrot. Will continue to get cakes for special occasions."
Kate L.,5,My two Young boys and I stopped in since we were in the area for a bundtlette. The super sweet girls in there tonight made my kids day and gave them the balloons they had up for a display. Thank you so much girls. You made their night! They even went to bed with their balloons! Lol. Oh and the red velvet was so delicious!
Kathy M.,5,Nothing but good to say about this store. Cakes are delicious and customer service is great. I was welcomed in with smiles by Jacqueline and Sophia and they helped me with my order. As I waited for my bundtinis there was a long line out the door and these two lovely girls moved the line quick and made everyone leave with a smile and truly wanted each customer to leave with happiness. Amazing customer service and the cakes are unbeatable. Thank you Nothing Bundt Cakes!
Emily R.,4,"I just can't seem to say no to bundt. We usually get them delivered for special occasions and holidays at work, but I rarely go on my own to get anything, just too dangerous. I enjoy that they have small bundts as an option now. Since I rarely get to see the inside of these shops, I was happily surprised by all the samples. I didn't partake on this particular occasion since I was trying to be good, but the smells were heavenly and service was extremely attentive. My favorite flavors are always the fruity ones. I can never resist lemon or raspberry bundt. I'm not a huge fan of cream cheese frosting, but I have it on good authority that I'm one of the rare people who feels that way. Great treat for holidays, gifts or any occasion really."
G H.,2,I had a cake from here. Just as short as my review..... nothing special and nothing worth remembering. Lovely staff but the cakes just weren't that tasty and very dry. I've had better from Albertsons.
Zoe M.,5,"Courtney is amazing! She was the nicest and I had the best experience with her! This is a late review( I went in for my birthday in February). She was so helpful and helped me pick the perfect cake! Thank you, Courtney!!"
Molly T.,4,"I've been wanting to try them forever and one day before my yoga class down at Body Heat I stopped in for a little bundtlet. First things first, can we just talk about how adorable the words ""bundtlet"" and ""bundtini"" are? I'd buy a bunch of cakes just so I could be like Oprah and say ""You get a bundlet! And YOU get a bundtlet! And you, and you, and YOU get a bundtlet!"" I walked in and the girls working were quick to jump. They explained everything that they had. The shop is smaller than I expected it to be, I guess. But I digress. Anyway, I decided on a red velvet bundtlet and was on my merry way.I arrived in the parking lot of the yoga studio and dug in. I play little food games with myself (see my review for In-N-Out Henderson) and my dear friend Jaime W. suggested I add the rule that nobody can see you eat in your car. This rule was especially apt when eating outside a yoga studio. I was definitely caught a few times but who cares, not me.The cake was good. Not great, but really really good. I thought it was the teeniest bit dry. I know that bakeries don't make their cakes fresh every day, so I'm guessing that I got a cake on its way out. It was tasty (I f&#%ing love cake so even the dry ones get four stars from me)!Will come back, though perhaps under different circumstances."
Minh D.,5,"Imagine the most scrumptious, moist, buttery, savory, cake in the world and multiply that times 2!!I became an addict after trying white chocolate raspberry. They come in all sizes. I was never a cupcake fan, but I can enjoy these bundt cakes all day long!"
Victoria Q.,5,"Trust me when I say that a nothing bundt cake will solve all of your problems. These cakes are orgasmic! The flavors are to die for and the cake is moist and just deliciously finished with their amazing crème cheese frosting. All of their flavors are great. It is pretty much impossible to get a bad tasting cake here. My favorites are the red velvet or white chocolate raspberry. They have bundtlet cakes, which are mini bundt cakes for single servings which is what I usually get rather than the larger cakes. (Bundtlets are only 4$)The bundt cakes come in the following sizes:- bite sized bundtini (sold by the dozen) -bundtlet-8"" cake-10"" cake-tiered cakeI just love Nothing Bundt Cakes!"
Hannah M.,1,"I came into the shop one day and as I was looking around I heard this guy asking if they were still hiring. I didn't care at first, though I did see a glimpse of what he looked like and he was his own size. After the manager told him that they weren't hiring he left. I soon then heard THE MANAGER talking about the man that just came in. JUDGING his size and making fun of him. She then said very loudly and clearly ""he's too fat to work at my store"". NEVER going to that location EVER."
Shawn J.,5,"For my fiancee's birthday she dropped the hint that she would like a cake from Nothing Bundt Cakes. We've become fans of the location on W. Sahara, but had not tried the location on Eastern which is closer to where we live. I started out by going online to place an order...but I had waited too long and the website doesn't allow same day orders. Dang the luck. So I decided to call in and see if they could do a same day order over the phone. From start to finish everything was perfect. There was no hassle with taking my order complete with special requests or processing my debit card. I was quoted a pick up time of any time after 4 pm. When I stopped by at 5:15 they had no trouble finding my order and they brought out a 10 inch chocolate / chocolate chip cake wrapped up in clear plastic that made for easy and safe transport without squishing the buttercreme frosting that went down the sides of the cake There were no mistakes on my special requests either, and the cake looked great. When I brought the cake home the reactions started at oh, wow!, and went on from there. But when the cake looked so good it caused two family members to break their diets to try it and they had second helpings, well..what else can I say. It was awesome. And when the birthday girl smiled from ear to ear and said it was perfect...if she's happy, that's the only thing that really matters. 5 Stars. Taste / Service / Taste / Service/ ok, the 5th star is because it's so dang good! (And while it's a franchise, it's a Vegas based franchise...and it's a place that will get my repeat business!)(Yelp 100 in 2013 Challenge #31)"
Brittany G.,5,"This place is seriously addicting. They took a simple concept and made it truly amazing. They're a bit pricey, but once you have a taste, you'll start making weekly visits. Nothing Bundt Cakes is my go-to for all family birthday cakes.  I highly recommend the lemon, lemon raspberry (when in season) and their red velvet!"
Vanessa P.,5,"This place has the best bundt cakes/bundt cupcakes ever..Omgt the frosting is just Delicious. The actual cake is so moist and full of flavor.So far I have tried the Red Velvet, Strawberry, and chocolate.They are so all so wonder full I don't what else to say right now cuz I'm still working on eating this bad boy but. I would highly recommend that you give this place a try...."
Skylar H.,5,So yummy ! I love anything with cream cheese and they have it as the topping for the bundt cakes! I love the fact that they don't over due it on the icing on the cakes! A little bundlet is simply enough for me! I loved the confetti but it was a limited time :(! I just recently tried the pumpkin spice very very good! I bought the package deal of four mini bundlets for $20 you also get an insulated bag and a free bundlet coupon for next time ! Such a great deal! They have pretty good customer service! But It does suck as they close a bit earlier around 6 as I don't get off work till 8!
Esme H.,4,I cannot stand the fact that everybody in Las Vegas loves this place so much I just think it's mediocre but people swear by them so I gave it a benefit of the doubt and I am not into these cakes at all I have never been inside of the shop but I have several girlfriends that always have these cakes at their houses or they bring them to the restaurants and we celebrate birthdays there's always a Bundt cake from this place have I tried it isn't my favorite absolutely not but are they terrible no the icing is very good but there's just something very weird about them and I have always just rolled my eyes at the fact that there was a Bundt cake in there because there's so many better places to get cakes fromI know that this is an odd review but I never spit it out I always tried to taste it and give it the benefit of the doubt I don't know how much they cost because like I said I've never ordered one nor have I been to the shop but I have had a little bit here and there over the past 7 yrs But like I said people swear by them
Sam C.,4,"came here to bring a package of goodies to visit a friend in the city...they have the assorted mini bundt cakes, great for sharing....affordable..and different from the popular cupcakes gifts (sprinkles) .....theres a few sizes too, the mini, regular individuals, and the cake sizes...convenient based on the occasion ur purchasing!!!i always liked bundt cakes but never had special flavors until coming here...pineapple upside down and red velvet all the way!!!store is being cheap about giving you a bag though to carry my order..i got 2 dozens of the assorted and they said they have no bags to give away for that size... i had to buy a separate one for 2+...that was my only problem...if u go into the place to buy stuff they should give u a bag to hold it in...not something fancy u have to buy separately.."
Samantha B.,1,Great cake but the one star is for the customer service. This past week I tried to place a bundtini order. I placed my order online but called the store to add an additional 12 to my order I already placed. The girl left me on hold for about 12 MINUTES! Then gets back on and not only apologizes for completely forgetting about me but couldn't even help me with my order not sure what went wrong I then out of frustration told the girl I would like to just cancel my order she then said she couldn't cancel it for some reason but will have a manager call me to cancel. Never got a call so I drove down there (45mins) to confirm if the order was still there as the charge still appeared on my card. Just a nightmare in all. Won't be back to this location.
Megan M.,4,My husband and I needed to give a gift to someone who has everything.  We have each eaten Nothing Bundt Cakes before and thought it would be a sweet treat as a gift.  We got our friend the full sized red velvet cake.  She really enjoyed it!  We got ourselves the mini to share!  The cake is so delicious and moist.  Really cute shop with a helpful staff.  They have 2 locations and both deliver.  Prices aren't bad...the minis are only $4 and the biggest cake you can get (which I think feeds up to 18 people) is only $28.  Not a bad way to say thanks or just treat someone!
Janel S.,4,"If you are looking to celebrate an occassion with a bang, and want your friends, families, or co-workers talking about that awesome cake you just bought, buy a bunt cake! Want to get in good with the big man? Get a bunt cake.I think their presentation, taste, and creativity of a bunt occassion cake is genious! The presentation is very clean and whimsical! The taste is wonderful, and the cake is sure to soft and spongy. My favorite part is the frosting-thick, creamy, and sweet. Reminds me alot of that nice frosting that is glazed on a Starbucks Lemon Loaf cake (excluding the lemon flavor of course). It just pairs so well with any flavored bunt. Suggestively, get the red velvet or chocolate. It is sure to win the hearts of others.Only downside, it is pricey. I assume because of the quality and excellent presentation. If you're crafty, try making one yourself, but if you prefer to avoid any chance of disater, buy a bunt! Even sample the miniature ones! It's sure to win your heart."
David A.,4,"I never even knew about this sweet bundt cake store until my Fiance recently requested to stop here on the way home after lunch one day.She stopped to get me my favorite cake of all, red velvet with cream cheese frosting. She purchased me an individual sized red velvet bundt and it was delicious!The cake was fresh, moist, tasty and the frosting was generous and very creamy.My Fiance has cut out sweets in her diet so she just stopped to get me a treat to make me happy as she always does. Thanks to my woman I am now a fan!"
Debbie N.,5,"These are so good. I mean really good. I bought the bundtlets which are the perfect size for 1-2 people. The cake is moist and the cream cheese frosting is just sweet enough. My favorite is the marble.It looks like they have multiple franchise locations in California and next time I'm in SF, I'm going to make sure I buy it for someone's birthday or event just so I can have some. lol"
Regina I.,4,"I usually visit the Manhattan Beach store, which makes sense since I live in the South Bay (CA). womp womp womp... Anyway, I visited my sister in Vegas for Christmas and we decided that what we needed to end our holiday meal were these bundt cakes so trekked over the store to snap some up. It's very rare to find consistencies between stores, particularly in the service department, but walking into this store was like walking in the Manhattan Beach store- as if both experiences were taking place mirroring each other. Instantly the decor, the warmth, and the staff made for such a pleasant entrance. The only difference I came across was that I couldn't have all the flavors at once, at least not during the holidays. It was explained to me that their store limited their flavors for the season, which given their traffic and probable demand for the larger cakes made sense (I believe, after all, that the Vegas stores are the firsts) so that got a pass. And, in any case, the chocolate and pumpkin chocolate chip cakes were walked out with ended our meal perfectly (reviews of these and the other flavors can be found here http://www.yelp.com/biz/nothing-bundt-cakes-manhattan-beach#hrid:ZaPr5rwhdTigCoq4aLaU1w."
Ernest H.,4,"I love the cakes here and it would have gotten 5 stars but the service was not that friendly. First off, the 4 stars is for the quality of the product. The bundt cakes here are very moist and the frosting is great. The service on the other hand needs improvement though. Upon walking in you are greeted but in a depressing manner. It seems as if the staff does not really want to be there and it is carried on to the customers unfortunately.Great cakes and not so great service. That's what to expect at this location."
Monica G.,5,"My review really has nothing to do with the cakes themselves... although they are pretty amazing!!!I wanted to review the girl who helped us today named Jen! What a total sweetheart she is!!!! I went in this afternoon with my girls to order a birthday cake for our late Grandfather and she was so helpful and kind even after I sorta lost it and started with the water works.She showed us the choices and when I didnt really find what I wanted she suggested to create our own and helped us make it exactly what he would of wanted!!! As sensitive as the subject was she went way above and beyond to make sure we were happy and satisfied with our choices. Not only did she make me feel better with our choices, she is also scheduled to bake the day of our pick up and told us that she is proud to make our cake and felt like ""part of the family!"" I can wait to see the final product knowing she will make it special for us!Thank you again Jen for everything!!!!!"
HotPot F.,3,"OVERALL RATING:Service: 3Decor: 4Food: 3Dog-friendly: NA--------------------------------------------------Plus (+):Tasting samples are nice a big:) The decor is cute. The door's sign says ""thanks a bundt"":) Minus (-):Wow, the service is S-LO-W  here...but they're really friendly. Prices are high. Maybe they use too much frosting...--------------------------------------------------I've heard that they use Dunkin Hines cake mix for their bundt cakes. If this is true, at least they use it well. These cakes were very moist and I liked the flavors. I had the Red Velvet and Carrot Cake. Don't think I'll go rushing back, but I can recommend it to cupcake lovers as a good alternative."
Zeny S.,5,"This is one of the most consistent bakeries in the valley.  Their bundt cakes are always moist and delicious.  And their cream cheese frosting is to die for!I came in today to redeem my free birthday bundlet and to purchase my husband's birthday cake.  Our favorites are their classics: marble, chocolate chocolate chip and red velvet.  I wish they made their raspberry one more often.  Customer service is always on par too!  Again with consistency, at both Las Vegas locations!Thank you for sharing your bundt cakes with our family!"
Louisa M.,4,"How can this place NOT put a smile on your face? You'll pay some serious $$ for a happy tummy but I think the quality of the product more than justifies the expense. I love to throw parties and I always pick up a dozen or so of their mini bundtinis (cute name, right?) and they are always devoured quickly into the evening. The presentation is so pretty and I love that the cakes are light on the frosting (so you don't get a sickly-sweet sugar bomb in every bite). This isn't your typical American style cake; check out the photos so you won't be disappointed. I would love one of these as my birthday cake, though. Great flavors, friendly employees, quality ingredients and a cute shop."
Billee T.,5,Mmmm MmMmM mmmm!!! I want one RIGHT NOW.. lol :)Discovered their cakes at a friends bday party. It was a seasonal fruit flavor I believe. YuM. Next experience was a cake that was at my work. Marble. Just as amazing. Theeeen I tried 2 more flavors at a little girls bday party where they had chocolate & red velvet..............................It was at that point I decided I was going to use this bakery for my wedding cake!!! So my husband & I.. (which was my fiance' at the time) went in & tried some flavors :)We decided on a large size red velvet for bottom & marble for medium size top. Then we got carrot cake for smaller size for topper to save in freezer :) And I choose to have them drizzle the cream cheese icing. This comes 2 tiered & with a choice of a themed decoration.. a flower.. a little sign.. etc. I chose to not have any of their decorations since I was decorating it myself using real orchids...  they may have taken the decoration cost off the cake price since I did not want the decorations.. can't remember.. lol. But this place is absolutely amazing.. their cakes are soo moist... the only icing they offer is cream cheese & thats because they were so careful in choosing a select number of cake flavors that go so well with cream cheese icing!!  JUST THE BEST EVER!!!
Sierra G.,5,Free samples! I was impressed that I already knew my order and told them my order and they still insisted that I try their samples (knowing I wouldn't be buying any more than what I already purchased). I got the little mini bundtlettes (something along those lines) and also had a BOGO from a newspaper coupon. So both cakes were only $3 - something. Pretty good deal for the quality you are getting.
Maria D.,3,"Definitely love the cake, no doubt, it's really good, hence the 3 star when it could've been a 2. They probably need to hire more cashiers because this location is always busy, at least when I go. I specifically ordered drizzle on my cake, but I got the signature. I didn't see it until I got home. I didn't want to argue with them and end up driving 20 minutes and wait another 15 minutes in line just to tell them I wanted drizzle icing. So, I'm home whining about it, because I can't do anything about it. Ugh. Why though? Why?"
Mary H.,1,Very upset today by the poor service received the manager and store clerk who could not locate my order and indirectly stated I must have ordered from the wrong store!  Which is incorrect seeing as I had spent  over $65 on two cakes two weeks prior. I would have not accepted the cake they all of a sudden found had it not been for a coworkers birthday.
Jen M.,5,"Duuuuuuuuuuude, this place is ReDonk!!  They must bake crack right into the batter because everything I've tasted is unreal!!  Carrot cake with the cream cheese frosting, to die for and the presentation is oober cute.But apparently the word is getting out, each time I've been in, there's been at least a 20 minute wait, Sh*t Balls!!  So order online!! They have a very small selection of merchandise which passes the time. Delish!"
Ivannia P.,5,"ordered the Red velvet Bundt cake for a get together and everybody was in love, now I have a couple of friends and family who are now going to try it themselves."
Chuck H.,4,"Presentation (check) Taste (check) Wow factor on a special day (check). I don't think I have tasted a cake from this place that wasn't absolutely flawless. Smooth all the way through and the frosting is world class. Order it, eat it, and you will want more,More,MORE. The only cake that I truly have a hard time sharing with others because it is that good."
Jocelyn L.,5,"I'm a HUGE fan!the 1st time i heard 'bundt cake', i thought- yuck. dense, dry. richSo i reluctantly got dragged into that place by my friend...but once i tried the sample...OH MY!The Choc Choc Chip was AMAZINGMoist, light, yummy and the frosting is SO GOOD!The pineapple upside down cake was pretty good too...but my fave is still the chocYUM YUM YUMLOV U!"
Anhdao D.,5,"When I first moved to Las Vegas, my girlfriends told me about one of their local favorites, Nothing Bundt Cake, with the same enthusiasm they would have about shoes and chocolate.  I admit, I had my doubts, ""bundt cakes?"" I thought, ""what can be so special about that?""Well, the bakery itself has cute decor, bright and cheery.  They often have samples of seasonal favorites for you to try, which is what I did first.  And it was truly love at first bite.  If you're looking for a light taste, this is not it.   These are not the $80 Steve Madden pumps you get at the outlet.  These are the $400 Manolo stilettos you get from Saks.  They are truly indulgent creatures: moist, rich, and sumptuously addictive.  But unlike the Manolos, they are inexpensive.The red velvet is the crowd's favorite, and it is undoubtedly mine also.  The cream cheese frosting is the best I've ever had.  There is a perfect amount of frosting on each cake: a foremost difference between bundt cakes and cupcakes.  All I can say is: once you go bundt, you can never go back."
Courtney M.,5,Cake Heaven in other words. Their 3 level mini bundt cake tower. WOW! !!!So many flavors of delicious goodness packed into more than deserving single servings. I closed my eyes and enjoyed every bite carefully as it was just that amazing. The staff are wonderful in helping to put together these beautiful gift towers that I got.  You have to definitely try this as it is one you won't regret...
Kimberly V.,5,This store is open on Sundays thank god. I forgot to order my daughters birthday cake . She loves the white chocolate raspberry cake . It's to die for!!!
Jessie B.,4,"You know the saying, the way to a man's heart is through his stomach? It's true about women too... at least some women, like me! I love sweets, a surefire way to make me your friend or cheer me up is to get me stuff that contains excessive amounts of sugar.  We have had a few cakes from Nothing Bundt Cakes sent to us at work, and they were always nice but they never really  blew me away. Then I realized why... No one had sent the right flavor! A girlfriend gave me a one of the cute little bundtlets for my birthday... It was White Chocolate Raspberry and it was, in a word, the bomb.The bundtlets are considered a single serving but it was so rich and tasty that I had to share with my husband. At $3.99 a piece, these are a much better deal then the fancy cupcakes being sold for $3 around the corner..."
